Region;Levant
Country;Lebanon
#;5
Spring Name/Station Name;Assal
Literature;Doummar et al. (2022)
Lat;34.01
Lon;35.828
Elev (m);1390
Recharge Area (km2);15
Start Date;27.06.2014
End Date;19.12.2018
Resolution;Hourly
Data Source;WOKAS (from Joanna Doummar)
Data License;CC BY 4.0
Contact For License;
Spring ID;LEV_05_LB
Date;Discharge m^3/s
27.06.2014;
27.06.2014;0.105493
27.06.2014;0.105562
27.06.2014;0.105465
27.06.2014;0.105474
27.06.2014;0.105465
27.06.2014;0.105465
27.06.2014;0.105475
27.06.2014;0.105465
27.06.2014;0.105465
27.06.2014;0.105475
27.06.2014;0.10561
27.06.2014;0.105523
27.06.2014;0.105475
27.06.2014;0.105562
27.06.2014;0.105475
27.06.2014;0.105523
27.06.2014;0.105494
27.06.2014;0.105465
27.06.2014;0.105494
27.06.2014;0.105562
28.06.2014;0.105494
28.06.2014;0.105562
28.06.2014;0.105523
28.06.2014;0.105562
28.06.2014;0.105813
28.06.2014;0.105523
28.06.2014;0.105494
28.06.2014;0.105494
28.06.2014;0.105475
28.06.2014;0.105465
28.06.2014;0.105494
28.06.2014;0.105494
28.06.2014;0.105494
28.06.2014;0.105475
28.06.2014;0.105562
28.06.2014;0.10561
28.06.2014;0.105465
28.06.2014;0.105475
28.06.2014;0.105475
28.06.2014;0.105494
28.06.2014;0.105523
28.06.2014;0.105494
28.06.2014;0.105475
28.06.2014;0.105475
28.06.2014;0.105475
28.06.2014;0.10561
28.06.2014;0.10561
28.06.2014;0.105494
28.06.2014;0.10561
28.06.2014;0.105465
28.06.2014;0.105474
28.06.2014;0.105559
28.06.2014;0.105474
28.06.2014;0.105521
28.06.2014;0.105474
28.06.2014;0.105474
28.06.2014;0.105521
28.06.2014;0.105465
28.06.2014;0.105523
28.06.2014;0.105493
28.06.2014;0.105465
28.06.2014;0.105465
28.06.2014;0.105607
28.06.2014;0.105465
28.06.2014;0.105465
28.06.2014;0.105493
28.06.2014;0.105465
28.06.2014;0.105559
28.06.2014;0.105493
28.06.2014;0.105474
28.06.2014;0.105474
28.06.2014;0.105521
28.06.2014;0.105474
