Region;French Jura
Country;France
#;2
Spring Name/Station Name;La Loue
Literature;Vivier et al. (2025)
Lat;47.011
Lon;6.299
Elev (m);530
Recharge Area (km2);200
Start Date;21.02.1969
End Date;30.12.2024
Resolution;Daily
Data Source;EDF
Data License;Permission obtained by JB Charlier
Contact For License;
Spring ID;JUR_02_FR
Date;Discharge m^3/s
1969-02-21T00:00:00.000Z;1.24
1969-02-22T00:00:00.000Z;1.06
1969-02-23T00:00:00.000Z;1.26
1969-02-24T00:00:00.000Z;3.51
1969-02-25T00:00:00.000Z;2.55
1969-02-26T00:00:00.000Z;1.24
1969-02-27T00:00:00.000Z;0.88
1969-02-28T00:00:00.000Z;0.82
1969-03-01T00:00:00.000Z;0.66
1969-03-02T00:00:00.000Z;0.66
1969-03-03T00:00:00.000Z;0.82
1969-03-04T00:00:00.000Z;0.76
1969-03-05T00:00:00.000Z;0.62
1969-03-06T00:00:00.000Z;0.454
1969-03-07T00:00:00.000Z;0.372
1969-03-08T00:00:00.000Z;0.331
1969-03-09T00:00:00.000Z;0.29
1969-03-10T00:00:00.000Z;0.29
1969-03-11T00:00:00.000Z;0.454
1969-03-12T00:00:00.000Z;1.12
1969-03-13T00:00:00.000Z;1.94
1969-03-14T00:00:00.000Z;3.1
1969-03-15T00:00:00.000Z;1.41
1969-03-16T00:00:00.000Z;0.575
1969-03-17T00:00:00.000Z;0.62
1969-03-18T00:00:00.000Z;0.495
1969-03-19T00:00:00.000Z;0.413
1969-03-20T00:00:00.000Z;0.331
1969-03-21T00:00:00.000Z;0.268
1969-03-22T00:00:00.000Z;0.245
1969-03-23T00:00:00.000Z;1.48
1969-03-24T00:00:00.000Z;1.06
1969-03-25T00:00:00.000Z;0.54
1969-03-26T00:00:00.000Z;0.455
1969-03-27T00:00:00.000Z;0.455
1969-03-28T00:00:00.000Z;0.372
1969-03-29T00:00:00.000Z;0.29
1969-03-30T00:00:00.000Z;0.245
1969-03-31T00:00:00.000Z;0.585
1969-04-01T00:00:00.000Z;2
1969-04-02T00:00:00.000Z;1.18
1969-04-03T00:00:00.000Z;0.57
1969-04-28T00:00:00.000Z;2.76
1969-04-29T00:00:00.000Z;1.06
1969-04-30T00:00:00.000Z;0.7
1969-05-01T00:00:00.000Z;0.535
1969-05-02T00:00:00.000Z;0.413
1969-05-03T00:00:00.000Z;0.372
1969-05-04T00:00:00.000Z;0.372
1969-05-05T00:00:00.000Z;0.331
1969-05-06T00:00:00.000Z;1.45
1969-05-07T00:00:00.000Z;1.89
1969-05-08T00:00:00.000Z;1.12
1969-05-09T00:00:00.000Z;0.82
1969-05-10T00:00:00.000Z;0.62
1969-05-11T00:00:00.000Z;0.454
1969-05-12T00:00:00.000Z;0.331
1969-05-13T00:00:00.000Z;0.268
1969-05-14T00:00:00.000Z;0.222
1969-05-15T00:00:00.000Z;0.199
1969-05-16T00:00:00.000Z;0.176
1969-05-17T00:00:00.000Z;0.155
1969-05-18T00:00:00.000Z;0.15
1969-05-19T00:00:00.000Z;0.135
1969-05-20T00:00:00.000Z;0.12
1969-05-21T00:00:00.000Z;0.09
1969-05-22T00:00:00.000Z;0.07
1969-05-23T00:00:00.000Z;0.061
1969-05-24T00:00:00.000Z;0.061
1969-05-25T00:00:00.000Z;0.061
1969-05-26T00:00:00.000Z;0.107
1969-05-27T00:00:00.000Z;0.107
1969-05-28T00:00:00.000Z;0.084
1969-05-29T00:00:00.000Z;0.93
1969-05-30T00:00:00.000Z;0.29
1969-05-31T00:00:00.000Z;0.59
1969-06-01T00:00:00.000Z;0.575
1969-06-02T00:00:00.000Z;0.535
1969-06-03T00:00:00.000Z;0.413
1969-06-04T00:00:00.000Z;1.47
1969-06-05T00:00:00.000Z;0.94
1969-06-06T00:00:00.000Z;1.8
1969-06-07T00:00:00.000Z;0.88
1969-06-08T00:00:00.000Z;0.535
1969-06-09T00:00:00.000Z;0.38
1969-06-10T00:00:00.000Z;0.268
1969-06-11T00:00:00.000Z;0.222
1969-06-12T00:00:00.000Z;0.176
1969-06-13T00:00:00.000Z;0.153
1969-06-14T00:00:00.000Z;0.135
1969-06-15T00:00:00.000Z;0.13
1969-06-16T00:00:00.000Z;0.176
1969-06-17T00:00:00.000Z;0.2
1969-06-18T00:00:00.000Z;0.2
1969-06-19T00:00:00.000Z;0.525
1969-06-20T00:00:00.000Z;0.372
1969-06-21T00:00:00.000Z;0.245
1969-06-22T00:00:00.000Z;0.222
1969-06-23T00:00:00.000Z;5.7
1969-06-24T00:00:00.000Z;3.59
1969-06-25T00:00:00.000Z;2.24
1969-06-26T00:00:00.000Z;0.94
1969-07-11T00:00:00.000Z;0.3
1969-07-12T00:00:00.000Z;1.17
1969-07-13T00:00:00.000Z;0.372
1969-07-14T00:00:00.000Z;0.245
1969-07-15T00:00:00.000Z;0.176
1969-07-16T00:00:00.000Z;0.153
1969-07-17T00:00:00.000Z;0.12
1969-07-18T00:00:00.000Z;0.105
1969-07-19T00:00:00.000Z;0.084
1969-07-20T00:00:00.000Z;0.061
1969-07-21T00:00:00.000Z;0.061
1969-07-22T00:00:00.000Z;0.057
1969-07-23T00:00:00.000Z;0.053
1969-07-24T00:00:00.000Z;0.05
1969-07-25T00:00:00.000Z;0.422
1969-07-26T00:00:00.000Z;0.415
1969-07-27T00:00:00.000Z;0.176
1969-07-28T00:00:00.000Z;0.107
1969-08-09T00:00:00.000Z;0.02
1969-08-10T00:00:00.000Z;0.02
1969-08-11T00:00:00.000Z;0.02
1969-08-12T00:00:00.000Z;0.02
1969-08-13T00:00:00.000Z;0.04
1969-08-14T00:00:00.000Z;0.03
1969-08-15T00:00:00.000Z;0.061
1969-08-16T00:00:00.000Z;0.04
1969-08-17T00:00:00.000Z;0.11
1969-08-18T00:00:00.000Z;0.084
1969-08-19T00:00:00.000Z;0.05
1969-08-20T00:00:00.000Z;0.025
1969-08-21T00:00:00.000Z;0.025
1969-08-22T00:00:00.000Z;0.022
1969-08-23T00:00:00.000Z;0.022
1969-08-24T00:00:00.000Z;0.035
1969-08-25T00:00:00.000Z;0.04
1969-08-26T00:00:00.000Z;0.037
1969-08-27T00:00:00.000Z;0.76
1969-08-28T00:00:00.000Z;0.24
1969-08-29T00:00:00.000Z;0.2
1969-08-30T00:00:00.000Z;0.153
1969-08-31T00:00:00.000Z;0.084
1969-09-01T00:00:00.000Z;0.059
1969-09-02T00:00:00.000Z;0.05
1969-09-03T00:00:00.000Z;0.79
1969-09-04T00:00:00.000Z;0.62
1969-09-05T00:00:00.000Z;0.27
1969-09-06T00:00:00.000Z;0.28
1969-09-07T00:00:00.000Z;0.176
1969-09-08T00:00:00.000Z;0.13
1969-09-09T00:00:00.000Z;0.107
1969-09-10T00:00:00.000Z;0.084
1969-09-11T00:00:00.000Z;0.061
1969-09-12T00:00:00.000Z;0.05
1969-09-13T00:00:00.000Z;0.04
1969-09-14T00:00:00.000Z;0.04
1969-09-15T00:00:00.000Z;0.04
1969-09-16T00:00:00.000Z;0.04
1969-09-17T00:00:00.000Z;0.04
1969-09-18T00:00:00.000Z;0.03
1969-09-19T00:00:00.000Z;0.04
1969-09-20T00:00:00.000Z;0.03
1969-09-21T00:00:00.000Z;0.02
1969-09-22T00:00:00.000Z;0.02
1969-09-23T00:00:00.000Z;0.02
1969-11-08T00:00:00.000Z;0.245
1969-11-09T00:00:00.000Z;0.695
1969-11-10T00:00:00.000Z;0.7
1969-11-11T00:00:00.000Z;0.222
1969-11-12T00:00:00.000Z;1.09
1969-11-13T00:00:00.000Z;0.62
1969-11-14T00:00:00.000Z;0.372
1969-11-15T00:00:00.000Z;0.331
1969-11-16T00:00:00.000Z;0.268
1969-11-17T00:00:00.000Z;0.416
1969-11-18T00:00:00.000Z;0.535
1969-11-19T00:00:00.000Z;0.331
1969-11-20T00:00:00.000Z;0.454
1969-11-21T00:00:00.000Z;0.454
1969-11-22T00:00:00.000Z;0.331
1969-11-23T00:00:00.000Z;0.29
1969-11-24T00:00:00.000Z;0.92
1969-11-25T00:00:00.000Z;1.12
1969-11-26T00:00:00.000Z;0.575
1969-11-27T00:00:00.000Z;0.454
1969-11-28T00:00:00.000Z;0.454
1969-11-29T00:00:00.000Z;0.535
1969-11-30T00:00:00.000Z;0.495
1969-12-01T00:00:00.000Z;0.413
1969-12-02T00:00:00.000Z;0.372
1969-12-03T00:00:00.000Z;0.331
1969-12-04T00:00:00.000Z;2.73
1969-12-05T00:00:00.000Z;0.94
1969-12-06T00:00:00.000Z;0.535
1969-12-07T00:00:00.000Z;0.372
1969-12-08T00:00:00.000Z;0.29
1969-12-09T00:00:00.000Z;0.245
1969-12-10T00:00:00.000Z;0.199
1969-12-11T00:00:00.000Z;0.153
1969-12-12T00:00:00.000Z;0.13
1969-12-13T00:00:00.000Z;0.107
1969-12-14T00:00:00.000Z;0.084
1969-12-15T00:00:00.000Z;0.13
1969-12-16T00:00:00.000Z;0.245
1969-12-17T00:00:00.000Z;0.222
1969-12-18T00:00:00.000Z;4.84
1969-12-19T00:00:00.000Z;1.6
1969-12-20T00:00:00.000Z;0.62
1969-12-21T00:00:00.000Z;0.413
1969-12-22T00:00:00.000Z;0.331
1969-12-23T00:00:00.000Z;0.62
1969-12-24T00:00:00.000Z;0.66
1969-12-25T00:00:00.000Z;0.535
1969-12-26T00:00:00.000Z;0.413
1969-12-27T00:00:00.000Z;0.331
1969-12-28T00:00:00.000Z;0.268
1969-12-29T00:00:00.000Z;0.222
1969-12-30T00:00:00.000Z;0.199
1969-12-31T00:00:00.000Z;0.153
1970-01-01T00:00:00.000Z;0.09
1970-01-02T00:00:00.000Z;0.05
1970-01-03T00:00:00.000Z;0.045
1970-01-04T00:00:00.000Z;0.045
1970-01-05T00:00:00.000Z;4.2
1970-01-06T00:00:00.000Z;1.03
1970-01-07T00:00:00.000Z;0.415
1970-01-08T00:00:00.000Z;0.29
1970-01-09T00:00:00.000Z;1.71
1970-01-10T00:00:00.000Z;3.79
1970-01-11T00:00:00.000Z;1.64
1970-01-12T00:00:00.000Z;1.03
1970-01-13T00:00:00.000Z;0.55
1970-01-14T00:00:00.000Z;0.46
1970-01-15T00:00:00.000Z;2.14
1970-01-16T00:00:00.000Z;1.47
1970-01-17T00:00:00.000Z;0.76
1970-01-18T00:00:00.000Z;0.46
1970-01-19T00:00:00.000Z;0.33
1970-01-20T00:00:00.000Z;0.25
1970-01-21T00:00:00.000Z;0.2
1970-01-22T00:00:00.000Z;0.15
1970-01-23T00:00:00.000Z;0.13
1970-01-24T00:00:00.000Z;0.25
1970-01-25T00:00:00.000Z;0.505
1970-01-26T00:00:00.000Z;0.46
1970-01-27T00:00:00.000Z;0.8
1970-01-28T00:00:00.000Z;0.595
1970-01-29T00:00:00.000Z;0.37
1970-01-30T00:00:00.000Z;0.29
1970-01-31T00:00:00.000Z;1.1
1970-02-01T00:00:00.000Z;0.55
1970-02-02T00:00:00.000Z;1.16
1970-02-03T00:00:00.000Z;4.48
1970-02-04T00:00:00.000Z;3.43
1970-02-05T00:00:00.000Z;3.32
1970-02-06T00:00:00.000Z;1.3
1970-02-07T00:00:00.000Z;0.89
1970-02-08T00:00:00.000Z;2.91
1970-02-09T00:00:00.000Z;3.43
1970-02-10T00:00:00.000Z;2.72
1970-02-11T00:00:00.000Z;0.96
1970-02-12T00:00:00.000Z;1.2
1970-02-13T00:00:00.000Z;1.64
1970-02-14T00:00:00.000Z;0.595
1970-02-15T00:00:00.000Z;0.37
1970-02-16T00:00:00.000Z;0.25
1970-02-17T00:00:00.000Z;0.2
1970-02-18T00:00:00.000Z;0.15
1970-02-19T00:00:00.000Z;0.13
1970-02-20T00:00:00.000Z;3.05
1970-02-21T00:00:00.000Z;3.71
1970-02-22T00:00:00.000Z;5.2
1970-02-23T00:00:00.000Z;4.37
1970-02-24T00:00:00.000Z;2.33
1970-02-25T00:00:00.000Z;1.1
1970-02-26T00:00:00.000Z;0.595
1970-02-27T00:00:00.000Z;0.415
1970-02-28T00:00:00.000Z;0.33
1970-03-01T00:00:00.000Z;0.25
1970-03-02T00:00:00.000Z;0.225
1970-03-03T00:00:00.000Z;0.2
1970-03-04T00:00:00.000Z;0.175
1970-03-05T00:00:00.000Z;0.15
1970-03-06T00:00:00.000Z;0.13
1970-03-07T00:00:00.000Z;0.13
1970-03-08T00:00:00.000Z;0.11
1970-03-09T00:00:00.000Z;0.11
1970-03-10T00:00:00.000Z;0.11
1970-03-11T00:00:00.000Z;0.11
1970-03-12T00:00:00.000Z;0.13
1970-03-13T00:00:00.000Z;0.175
1970-03-14T00:00:00.000Z;0.29
1970-03-15T00:00:00.000Z;0.29
1970-03-16T00:00:00.000Z;0.225
1970-03-17T00:00:00.000Z;0.25
1970-03-18T00:00:00.000Z;1.31
1970-03-19T00:00:00.000Z;1.6
1970-03-20T00:00:00.000Z;0.76
1970-03-21T00:00:00.000Z;1.74
1970-03-22T00:00:00.000Z;1.97
1970-03-23T00:00:00.000Z;2.81
1970-03-24T00:00:00.000Z;2.62
1970-03-25T00:00:00.000Z;1.38
1970-03-26T00:00:00.000Z;1.17
1970-03-27T00:00:00.000Z;1.3
1970-03-28T00:00:00.000Z;0.76
1970-03-29T00:00:00.000Z;0.46
1970-03-30T00:00:00.000Z;0.46
1970-03-31T00:00:00.000Z;1.36
1970-04-01T00:00:00.000Z;1.55
1970-04-02T00:00:00.000Z;1.03
1970-04-03T00:00:00.000Z;0.595
1970-04-04T00:00:00.000Z;0.46
1970-04-05T00:00:00.000Z;0.415
1970-04-06T00:00:00.000Z;0.37
1970-04-07T00:00:00.000Z;1.16
1970-04-08T00:00:00.000Z;1.24
1970-04-09T00:00:00.000Z;1.03
1970-04-10T00:00:00.000Z;0.82
1970-04-11T00:00:00.000Z;0.89
1970-04-12T00:00:00.000Z;2.4
1970-04-13T00:00:00.000Z;6.3
1970-04-14T00:00:00.000Z;2.43
1970-04-15T00:00:00.000Z;1.24
1970-04-16T00:00:00.000Z;0.7
1970-04-17T00:00:00.000Z;0.55
1970-04-18T00:00:00.000Z;0.415
1970-04-19T00:00:00.000Z;0.715
1970-04-20T00:00:00.000Z;3.1
1970-04-21T00:00:00.000Z;0.89
1970-04-22T00:00:00.000Z;0.46
1970-04-23T00:00:00.000Z;0.33
1970-04-24T00:00:00.000Z;0.25
1970-04-25T00:00:00.000Z;0.33
1970-04-26T00:00:00.000Z;1.8
1970-04-27T00:00:00.000Z;0.7
1970-04-28T00:00:00.000Z;0.595
1970-04-29T00:00:00.000Z;0.595
1970-04-30T00:00:00.000Z;0.76
1970-05-01T00:00:00.000Z;1.1
1970-05-02T00:00:00.000Z;0.76
1970-05-03T00:00:00.000Z;1.1
1970-05-04T00:00:00.000Z;0.64
1970-05-05T00:00:00.000Z;0.415
1970-05-06T00:00:00.000Z;0.29
1970-05-07T00:00:00.000Z;0.25
1970-05-08T00:00:00.000Z;0.2
1970-05-09T00:00:00.000Z;0.175
1970-05-10T00:00:00.000Z;0.15
1970-05-11T00:00:00.000Z;0.7
1970-05-12T00:00:00.000Z;0.415
1970-05-13T00:00:00.000Z;0.29
1970-05-14T00:00:00.000Z;0.225
1970-05-15T00:00:00.000Z;0.2
1970-05-16T00:00:00.000Z;0.175
1970-05-17T00:00:00.000Z;0.175
1970-05-18T00:00:00.000Z;0.2
1970-05-19T00:00:00.000Z;0.175
1970-05-20T00:00:00.000Z;0.175
1970-05-21T00:00:00.000Z;0.15
1970-05-22T00:00:00.000Z;0.15
1970-05-23T00:00:00.000Z;0.13
1970-05-24T00:00:00.000Z;0.11
1970-05-25T00:00:00.000Z;0.09
1970-05-26T00:00:00.000Z;0.09
1970-05-27T00:00:00.000Z;0.09
1970-05-28T00:00:00.000Z;0.07
1970-05-29T00:00:00.000Z;0.07
1970-05-30T00:00:00.000Z;0.05
1970-05-31T00:00:00.000Z;0.05
1970-06-01T00:00:00.000Z;0.05
1970-06-02T00:00:00.000Z;0.045
1970-06-03T00:00:00.000Z;0.045
1970-06-04T00:00:00.000Z;0.04
1970-06-05T00:00:00.000Z;0.13
1970-06-06T00:00:00.000Z;0.09
1970-06-07T00:00:00.000Z;0.472
1970-06-08T00:00:00.000Z;0.33
1970-06-09T00:00:00.000Z;0.37
1970-06-10T00:00:00.000Z;0.225
1970-06-11T00:00:00.000Z;1.03
1970-06-12T00:00:00.000Z;0.37
1970-06-13T00:00:00.000Z;0.2
1970-06-14T00:00:00.000Z;0.2
1970-06-15T00:00:00.000Z;0.46
1970-06-16T00:00:00.000Z;0.415
1970-06-17T00:00:00.000Z;2.24
1970-06-18T00:00:00.000Z;1.8
1970-06-19T00:00:00.000Z;1.3
1970-06-20T00:00:00.000Z;0.595
1970-06-21T00:00:00.000Z;0.415
1970-06-22T00:00:00.000Z;0.29
1970-06-23T00:00:00.000Z;0.29
1970-06-24T00:00:00.000Z;0.225
1970-06-25T00:00:00.000Z;0.2
1970-06-26T00:00:00.000Z;0.175
1970-06-27T00:00:00.000Z;0.15
1970-06-28T00:00:00.000Z;0.15
1970-06-29T00:00:00.000Z;1.89
1970-06-30T00:00:00.000Z;0.96
1970-07-01T00:00:00.000Z;0.46
1970-07-02T00:00:00.000Z;0.37
1970-07-03T00:00:00.000Z;0.33
1970-07-04T00:00:00.000Z;0.415
1970-07-05T00:00:00.000Z;0.29
1970-07-06T00:00:00.000Z;0.29
1970-07-07T00:00:00.000Z;0.25
1970-07-08T00:00:00.000Z;0.225
1970-07-09T00:00:00.000Z;0.2
1970-07-10T00:00:00.000Z;0.175
1970-07-11T00:00:00.000Z;0.175
1970-07-12T00:00:00.000Z;0.15
1970-07-13T00:00:00.000Z;0.13
1970-07-14T00:00:00.000Z;0.13
1970-07-15T00:00:00.000Z;0.175
1970-07-16T00:00:00.000Z;0.37
1970-07-17T00:00:00.000Z;0.225
1970-07-18T00:00:00.000Z;0.15
1970-07-19T00:00:00.000Z;0.13
1970-07-20T00:00:00.000Z;0.755
1970-07-21T00:00:00.000Z;0.7
1970-07-22T00:00:00.000Z;0.29
1970-07-23T00:00:00.000Z;0.225
1970-07-24T00:00:00.000Z;0.175
1970-07-25T00:00:00.000Z;0.13
1970-07-26T00:00:00.000Z;0.13
1970-07-27T00:00:00.000Z;0.11
1970-07-28T00:00:00.000Z;0.09
1970-07-29T00:00:00.000Z;0.09
1970-07-30T00:00:00.000Z;0.13
1970-07-31T00:00:00.000Z;0.09
1970-08-01T00:00:00.000Z;0.09
1970-08-02T00:00:00.000Z;0.07
1970-08-03T00:00:00.000Z;0.05
1970-08-04T00:00:00.000Z;0.05
1970-08-05T00:00:00.000Z;0.05
1970-08-06T00:00:00.000Z;0.04
1970-08-07T00:00:00.000Z;0.04
1970-08-08T00:00:00.000Z;0.04
1970-08-09T00:00:00.000Z;0.268
1970-08-10T00:00:00.000Z;0.175
1970-08-11T00:00:00.000Z;0.11
1970-08-12T00:00:00.000Z;0.15
1970-08-13T00:00:00.000Z;0.13
1970-08-14T00:00:00.000Z;0.09
1970-08-15T00:00:00.000Z;0.07
1970-08-16T00:00:00.000Z;0.05
1970-08-17T00:00:00.000Z;0.05
1970-08-18T00:00:00.000Z;0.05
1970-08-19T00:00:00.000Z;0.143
1970-08-20T00:00:00.000Z;1.61
1970-08-21T00:00:00.000Z;0.29
1970-08-22T00:00:00.000Z;0.175
1970-08-23T00:00:00.000Z;0.13
1970-08-24T00:00:00.000Z;0.13
1970-08-25T00:00:00.000Z;0.09
1970-08-26T00:00:00.000Z;0.09
1970-08-27T00:00:00.000Z;0.07
1970-08-28T00:00:00.000Z;0.05
1970-08-29T00:00:00.000Z;0.045
1970-08-30T00:00:00.000Z;0.04
1970-08-31T00:00:00.000Z;0.035
1970-09-01T00:00:00.000Z;0.035
1970-09-02T00:00:00.000Z;0.035
1970-09-03T00:00:00.000Z;0.03
1970-09-04T00:00:00.000Z;0.03
1970-09-05T00:00:00.000Z;0.03
1970-09-06T00:00:00.000Z;0.025
1970-09-07T00:00:00.000Z;0.025
1970-09-08T00:00:00.000Z;0.02
1970-09-09T00:00:00.000Z;0.02
1970-09-10T00:00:00.000Z;0.02
1970-09-11T00:00:00.000Z;0.141
1970-09-12T00:00:00.000Z;0.2
1970-09-13T00:00:00.000Z;0.175
1970-09-14T00:00:00.000Z;0.15
1970-09-15T00:00:00.000Z;0.15
1970-09-16T00:00:00.000Z;0.775
1970-09-17T00:00:00.000Z;0.225
1970-09-18T00:00:00.000Z;0.2
1970-09-19T00:00:00.000Z;0.13
1970-09-20T00:00:00.000Z;0.11
1970-09-21T00:00:00.000Z;0.07
1970-09-22T00:00:00.000Z;0.05
1970-09-23T00:00:00.000Z;0.05
1970-09-24T00:00:00.000Z;0.045
1970-09-25T00:00:00.000Z;0.04
1970-09-26T00:00:00.000Z;0.035
1970-09-27T00:00:00.000Z;0.03
1970-09-28T00:00:00.000Z;0.03
1970-09-29T00:00:00.000Z;0.02
1970-09-30T00:00:00.000Z;0.02
1970-10-01T00:00:00.000Z;0.15
1970-10-02T00:00:00.000Z;0.695
1970-10-03T00:00:00.000Z;1.1
1970-10-04T00:00:00.000Z;0.505
1970-10-05T00:00:00.000Z;0.225
1970-10-06T00:00:00.000Z;0.2
1970-10-07T00:00:00.000Z;1.63
1970-10-08T00:00:00.000Z;4.77
1970-10-09T00:00:00.000Z;3
1970-10-10T00:00:00.000Z;0.82
1970-10-11T00:00:00.000Z;0.29
1970-10-12T00:00:00.000Z;0.2
1970-10-13T00:00:00.000Z;0.175
1970-10-14T00:00:00.000Z;0.15
1970-10-15T00:00:00.000Z;0.13
1970-10-16T00:00:00.000Z;0.13
1970-10-17T00:00:00.000Z;0.13
1970-10-18T00:00:00.000Z;0.13
1970-10-19T00:00:00.000Z;0.13
1970-10-20T00:00:00.000Z;2.81
1970-10-21T00:00:00.000Z;0.76
1970-10-22T00:00:00.000Z;0.89
1970-10-23T00:00:00.000Z;1.17
1970-10-24T00:00:00.000Z;0.82
1970-10-25T00:00:00.000Z;0.37
1970-10-26T00:00:00.000Z;0.225
1970-10-27T00:00:00.000Z;0.2
1970-10-28T00:00:00.000Z;0.175
1970-10-29T00:00:00.000Z;0.175
1970-10-30T00:00:00.000Z;0.175
1970-10-31T00:00:00.000Z;0.175
1970-11-01T00:00:00.000Z;0.15
1970-11-02T00:00:00.000Z;0.15
1970-11-03T00:00:00.000Z;0.15
1970-11-04T00:00:00.000Z;0.13
1970-11-05T00:00:00.000Z;0.13
1970-11-06T00:00:00.000Z;0.13
1970-11-07T00:00:00.000Z;0.13
1970-11-08T00:00:00.000Z;0.13
1970-11-09T00:00:00.000Z;0.13
1970-11-10T00:00:00.000Z;0.2
1970-11-11T00:00:00.000Z;0.2
1970-11-12T00:00:00.000Z;0.175
1970-11-13T00:00:00.000Z;1.1
1970-11-14T00:00:00.000Z;1.72
1970-11-15T00:00:00.000Z;0.82
1970-11-16T00:00:00.000Z;0.46
1970-11-17T00:00:00.000Z;0.55
1970-11-18T00:00:00.000Z;0.7
1970-11-19T00:00:00.000Z;1.8
1970-11-20T00:00:00.000Z;0.89
1970-11-21T00:00:00.000Z;1.84
1970-11-22T00:00:00.000Z;0.7
1970-11-23T00:00:00.000Z;0.505
1970-11-24T00:00:00.000Z;0.29
1970-11-25T00:00:00.000Z;0.2
1970-11-26T00:00:00.000Z;0.15
1970-11-27T00:00:00.000Z;0.11
1970-11-28T00:00:00.000Z;0.09
1970-11-29T00:00:00.000Z;0.09
1970-11-30T00:00:00.000Z;0.96
1970-12-01T00:00:00.000Z;0.82
1970-12-02T00:00:00.000Z;0.96
1970-12-03T00:00:00.000Z;1.89
1970-12-04T00:00:00.000Z;1.72
1970-12-05T00:00:00.000Z;1.03
1970-12-06T00:00:00.000Z;0.595
1970-12-07T00:00:00.000Z;0.33
1970-12-08T00:00:00.000Z;0.225
1970-12-09T00:00:00.000Z;0.2
1970-12-10T00:00:00.000Z;0.15
1970-12-11T00:00:00.000Z;0.13
1970-12-12T00:00:00.000Z;0.11
1970-12-13T00:00:00.000Z;0.15
1970-12-14T00:00:00.000Z;0.225
1970-12-15T00:00:00.000Z;0.15
1970-12-16T00:00:00.000Z;0.13
1970-12-17T00:00:00.000Z;0.11
1970-12-18T00:00:00.000Z;0.09
1970-12-19T00:00:00.000Z;0.07
1970-12-20T00:00:00.000Z;0.05
1970-12-21T00:00:00.000Z;0.05
1970-12-22T00:00:00.000Z;0.05
1970-12-23T00:00:00.000Z;0.045
1970-12-24T00:00:00.000Z;0.04
1970-12-25T00:00:00.000Z;0.04
1970-12-26T00:00:00.000Z;0.035
1970-12-27T00:00:00.000Z;0.035
1970-12-28T00:00:00.000Z;0.035
1970-12-29T00:00:00.000Z;0.03
1970-12-30T00:00:00.000Z;0.03
1970-12-31T00:00:00.000Z;0.03
1971-01-01T00:00:00.000Z;0.015
1971-01-02T00:00:00.000Z;0.014
1971-01-03T00:00:00.000Z;0.013
1971-01-04T00:00:00.000Z;0.013
1971-01-05T00:00:00.000Z;0.013
1971-01-06T00:00:00.000Z;0.012
1971-01-07T00:00:00.000Z;0.011
1971-01-08T00:00:00.000Z;0.011
1971-01-09T00:00:00.000Z;0.011
1971-01-10T00:00:00.000Z;0.012
1971-01-11T00:00:00.000Z;0.014
1971-01-12T00:00:00.000Z;0.021
1971-01-13T00:00:00.000Z;0.031
1971-01-14T00:00:00.000Z;0.032
1971-01-15T00:00:00.000Z;0.032
1971-01-16T00:00:00.000Z;0.032
1971-01-17T00:00:00.000Z;0.032
1971-01-18T00:00:00.000Z;0.032
1971-01-19T00:00:00.000Z;0.429
1971-01-20T00:00:00.000Z;1.43
1971-01-21T00:00:00.000Z;0.816
1971-01-22T00:00:00.000Z;1.67
1971-01-23T00:00:00.000Z;0.906
1971-01-24T00:00:00.000Z;2.09
1971-01-25T00:00:00.000Z;0.931
1971-01-26T00:00:00.000Z;1.19
1971-01-27T00:00:00.000Z;3.22
1971-01-28T00:00:00.000Z;2.01
1971-01-29T00:00:00.000Z;1.06
1971-01-30T00:00:00.000Z;0.496
1971-01-31T00:00:00.000Z;0.306
1971-02-01T00:00:00.000Z;0.219
1971-02-02T00:00:00.000Z;0.17
1971-02-03T00:00:00.000Z;0.136
1971-02-04T00:00:00.000Z;0.121
1971-02-05T00:00:00.000Z;0.117
1971-02-06T00:00:00.000Z;0.102
1971-02-07T00:00:00.000Z;0.087
1971-02-08T00:00:00.000Z;0.082
1971-02-09T00:00:00.000Z;0.078
1971-02-10T00:00:00.000Z;0.068
1971-02-11T00:00:00.000Z;0.065
1971-02-12T00:00:00.000Z;0.06
1971-02-13T00:00:00.000Z;0.05
1971-02-14T00:00:00.000Z;0.049
1971-02-15T00:00:00.000Z;0.049
1971-02-16T00:00:00.000Z;0.049
1971-02-17T00:00:00.000Z;0.049
1971-02-18T00:00:00.000Z;1.32
1971-02-19T00:00:00.000Z;1.08
1971-02-20T00:00:00.000Z;0.642
1971-02-21T00:00:00.000Z;0.592
1971-02-22T00:00:00.000Z;0.711
1971-02-23T00:00:00.000Z;0.461
1971-02-24T00:00:00.000Z;0.296
1971-02-25T00:00:00.000Z;0.24
1971-02-26T00:00:00.000Z;0.204
1971-02-27T00:00:00.000Z;0.173
1971-02-28T00:00:00.000Z;0.146
1971-03-01T00:00:00.000Z;0.122
1971-03-02T00:00:00.000Z;0.119
1971-03-03T00:00:00.000Z;0.106
1971-03-04T00:00:00.000Z;0.102
1971-03-05T00:00:00.000Z;0.102
1971-03-06T00:00:00.000Z;0.095
1971-03-07T00:00:00.000Z;0.086
1971-03-08T00:00:00.000Z;0.082
1971-03-09T00:00:00.000Z;0.068
1971-03-10T00:00:00.000Z;0.057
1971-03-11T00:00:00.000Z;0.057
1971-03-12T00:00:00.000Z;0.057
1971-03-13T00:00:00.000Z;0.057
1971-03-14T00:00:00.000Z;0.065
